,,,,,,,,,,,,,1981,1981,1981,1981,1981,1981,1981,1981,1981,1981,1981,1981,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010
area_id,31/01/1980,29/02/1980,31/03/1980,30/04/1980,31/05/1980,30/06/1980,31/07/1980,31/08/1980,30/09/1980,31/10/1980,30/11/1980,31/12/1980,31/01/1981,28/02/1981,31/03/1981,30/04/1981,31/05/1981,30/06/1981,31/07/1981,31/08/1981,30/09/1981,31/10/1981,30/11/1981,31/12/1981,31/01/1982,28/02/1982,31/03/1982,30/04/1982,31/05/1982,30/06/1982,31/07/1982,31/08/1982,30/09/1982,31/10/1982,30/11/1982,31/12/1982,31/01/1983,28/02/1983,31/03/1983,30/04/1983,31/05/1983,30/06/1983,31/07/1983,31/08/1983,30/09/1983,31/10/1983,30/11/1983,31/12/1983,31/01/1984,29/02/1984,31/03/1984,30/04/1984,31/05/1984,30/06/1984,31/07/1984,31/08/1984,30/09/1984,31/10/1984,30/11/1984,31/12/1984,31/01/1985,28/02/1985,31/03/1985,30/04/1985,31/05/1985,30/06/1985,31/07/1985,31/08/1985,30/09/1985,31/10/1985,30/11/1985,31/12/1985,31/01/1986,28/02/1986,31/03/1986,30/04/1986,31/05/1986,30/06/1986,31/07/1986,31/08/1986,30/09/1986,31/10/1986,30/11/1986,31/12/1986,31/01/1987,28/02/1987,31/03/1987,30/04/1987,31/05/1987,30/06/1987,31/07/1987,31/08/1987,30/09/1987,31/10/1987,30/11/1987,31/12/1987,31/01/1988,29/02/1988,31/03/1988,30/04/1988,31/05/1988,30/06/1988,31/07/1988,31/08/1988,30/09/1988,31/10/1988,30/11/1988,31/12/1988,31/01/1989,28/02/1989,31/03/1989,30/04/1989,31/05/1989,30/06/1989,31/07/1989,31/08/1989,30/09/1989,31/10/1989,30/11/1989,31/12/1989,31/01/1990,28/02/1990,31/03/1990,30/04/1990,31/05/1990,30/06/1990,31/07/1990,31/08/1990,30/09/1990,31/10/1990,30/11/1990,31/12/1990,31/01/1991,28/02/1991,31/03/1991,30/04/1991,31/05/1991,30/06/1991,31/07/1991,31/08/1991,30/09/1991,31/10/1991,30/11/1991,31/12/1991,31/01/1992,29/02/1992,31/03/1992,30/04/1992,31/05/1992,30/06/1992,31/07/1992,31/08/1992,30/09/1992,31/10/1992,30/11/1992,31/12/1992,31/01/1993,28/02/1993,31/03/1993,30/04/1993,31/05/1993,30/06/1993,31/07/1993,31/08/1993,30/09/1993,31/10/1993,30/11/1993,31/12/1993,31/01/1994,28/02/1994,31/03/1994,30/04/1994,31/05/1994,30/06/1994,31/07/1994,31/08/1994,30/09/1994,31/10/1994,30/11/1994,31/12/1994,31/01/1995,28/02/1995,31/03/1995,30/04/1995,31/05/1995,30/06/1995,31/07/1995,31/08/1995,30/09/1995,31/10/1995,30/11/1995,31/12/1995,31/01/1996,29/02/1996,31/03/1996,30/04/1996,31/05/1996,30/06/1996,31/07/1996,31/08/1996,30/09/1996,31/10/1996,30/11/1996,31/12/1996,31/01/1997,28/02/1997,31/03/1997,30/04/1997,31/05/1997,30/06/1997,31/07/1997,31/08/1997,30/09/1997,31/10/1997,30/11/1997,31/12/1997,31/01/1998,28/02/1998,31/03/1998,30/04/1998,31/05/1998,30/06/1998,31/07/1998,31/08/1998,30/09/1998,31/10/1998,30/11/1998,31/12/1998,31/01/1999,28/02/1999,31/03/1999,30/04/1999,31/05/1999,30/06/1999,31/07/1999,31/08/1999,30/09/1999,31/10/1999,30/11/1999,31/12/1999,31/01/2000,29/02/2000,31/03/2000,30/04/2000,31/05/2000,30/06/2000,31/07/2000,31/08/2000,30/09/2000,31/10/2000,30/11/2000,31/12/2000,31/01/2001,28/02/2001,31/03/2001,30/04/2001,31/05/2001,30/06/2001,31/07/2001,31/08/2001,30/09/2001,31/10/2001,30/11/2001,31/12/2001,31/01/2002,28/02/2002,31/03/2002,30/04/2002,31/05/2002,30/06/2002,31/07/2002,31/08/2002,30/09/2002,31/10/2002,30/11/2002,31/12/2002,31/01/2003,28/02/2003,31/03/2003,30/04/2003,31/05/2003,30/06/2003,31/07/2003,31/08/2003,30/09/2003,31/10/2003,30/11/2003,31/12/2003,31/01/2004,29/02/2004,31/03/2004,30/04/2004,31/05/2004,30/06/2004,31/07/2004,31/08/2004,30/09/2004,31/10/2004,30/11/2004,31/12/2004,31/01/2005,28/02/2005,31/03/2005,30/04/2005,31/05/2005,30/06/2005,31/07/2005,31/08/2005,30/09/2005,31/10/2005,30/11/2005,31/12/2005,31/01/2006,28/02/2006,31/03/2006,30/04/2006,31/05/2006,30/06/2006,31/07/2006,31/08/2006,30/09/2006,31/10/2006,30/11/2006,31/12/2006,31/01/2007,28/02/2007,31/03/2007,30/04/2007,31/05/2007,30/06/2007,31/07/2007,31/08/2007,30/09/2007,31/10/2007,30/11/2007,31/12/2007,31/01/2008,29/02/2008,31/03/2008,30/04/2008,31/05/2008,30/06/2008,31/07/2008,31/08/2008,30/09/2008,31/10/2008,30/11/2008,31/12/2008,31/01/2009,28/02/2009,31/03/2009,30/04/2009,31/05/2009,30/06/2009,31/07/2009,31/08/2009,30/09/2009,31/10/2009,30/11/2009,31/12/2009,31/01/2010,28/02/2010,31/03/2010,30/04/2010,31/05/2010,30/06/2010,31/07/2010,31/08/2010,30/09/2010,31/10/2010,30/11/2010,31/12/2010
6116,0.100669254,0.125634313,0.144303451,0.125440857,0.099615304,0.095926893,0.094625719,0.089005103,0.085950443,0.085084138,0.100592061,0.097670767,0.115333948,0.163527446,0.168725317,0.134132028,0.120806757,0.104030346,0.098113918,0.095912035,0.092153722,0.099191332,0.101441602,0.107047011,0.136015887,0.219752066,0.264013113,0.254670007,0.207678254,0.150594899,0.119137945,0.14063834,0.113604999,0.111854884,0.117435567,0.145567098,0.14778162,0.155606133,0.159504573,0.193083553,0.156278761,0.121771975,0.116163477,0.107139302,0.099996299,0.096558026,0.094973245,0.120146039,0.144775229,0.142332053,0.136501499,0.116501437,0.095600856,0.089717318,0.086388983,0.086084485,0.083497816,0.08166437,0.080395083,0.086727739,0.116574855,0.112191954,0.112630438,0.143219961,0.107764204,0.097769964,0.093623724,0.091180075,0.088057392,0.085986338,0.084671132,0.092190392,0.105630129,0.132490081,0.14397482,0.123736103,0.099329499,0.092321212,0.088430316,0.129195973,0.107991787,0.099520549,0.100434648,0.11025721,0.110653236,0.107509136,0.12771409,0.128662086,0.101393708,0.101639646,0.093194636,0.092384239,0.089510026,0.086489518,0.084759423,0.083655337,0.089452455,0.100877456,0.135556174,0.115951496,0.097099038,0.090962205,0.106503294,0.104003061,0.088370721,0.084837051,0.082847678,0.091876203,0.122432146,0.124988776,0.124561946,0.126367251,0.101538169,0.092283875,0.106668001,0.100566085,0.086790399,0.083221285,0.08482456,0.112732324,0.147811789,0.171927064,0.164784436,0.153370022,0.114985741,0.102922105,0.096467079,0.1016701,0.100064867,0.095675986,0.09468013,0.106740475,0.1463103,0.176442899,0.2026794,0.185772,0.141908769,0.115994965,0.10489385,0.098331777,0.094573387,0.094259276,0.098725302,0.10669435,0.121346607,0.148170448,0.140453839,0.179078454,0.149919777,0.114470663,0.103425917,0.102717293,0.099111219,0.1168695,0.10605264,0.113725415,0.177453244,0.167662036,0.158387794,0.135234367,0.113984025,0.107038978,0.101822275,0.095428413,0.09184066,0.089386621,0.087892737,0.086859915,0.095509535,0.119874739,0.127207953,0.109161231,0.107892881,0.091037726,0.121348639,0.109136746,0.096776979,0.085954524,0.083235922,0.085108377,0.089777416,0.092791464,0.113951299,0.106567593,0.092199518,0.080859973,0.083405913,0.084756737,0.079374202,0.083454206,0.082057984,0.111165861,0.128822714,0.129269938,0.136887961,0.114609011,0.095820946,0.092416116,0.087348192,0.083926851,0.081725636,0.082398357,0.082214761,0.082645803,0.097611539,0.112386216,0.120237872,0.124045492,0.105480533,0.087732285,0.095770201,0.095151999,0.085639043,0.089008351,0.108693076,0.115242606,0.12418548,0.136914799,0.149356194,0.116985338,0.109387548,0.100481634,0.095555555,0.08965976,0.086572112,0.084354927,0.083002894,0.082027169,0.092286218,0.120103911,0.117505434,0.094920481,0.0873782,0.08336898,0.080250032,0.092400802,0.087648163,0.083890515,0.08255158,0.08158444,0.086787376,0.091296061,0.08629697,0.083800233,0.079989549,0.076848545,0.074732433,0.074105369,0.072984475,0.071449205,0.070431108,0.072615511,0.07463494,0.082016425,0.094958447,0.089864554,0.083103717,0.079220913,0.076737458,0.074778011,0.072646037,0.071113726,0.07001743,0.074833822,0.079663253,0.082419869,0.102710302,0.106653018,0.084300346,0.077784422,0.074569106,0.072841465,0.072214244,0.070879555,0.081958018,0.091271436,0.111292768,0.13528046,0.131137351,0.109489899,0.103754049,0.098232761,0.096838483,0.097843504,0.092465365,0.08580907,0.097056721,0.098163767,0.099028028,0.124023665,0.100681909,0.087909315,0.083458792,0.079992682,0.077209592,0.075863874,0.074019505,0.072726072,0.072473484,0.078579321,0.117752367,0.154390469,0.179919947,0.144183643,0.128682039,0.107009556,0.099431197,0.094542411,0.091231718,0.088836083,0.087367722,0.086413145,0.091952453,0.095803384,0.09751723,0.097843441,0.095850892,0.090619203,0.086704822,0.106346032,0.093266552,0.087828186,0.095852266,0.117757769,0.115288831,0.141850976,0.161229433,0.135395743,0.107084874,0.104210129,0.119688962,0.095878267,0.089906531,0.087160337,0.085393434,0.088236028,0.126152906,0.138655244,0.11318077,0.100847242,0.093484072,0.089066035,0.088359392,0.087415475,0.084145337,0.081749398,0.080322633,0.085370657,0.107136204,0.140833976,0.12718437,0.140004178,0.111124155,0.094699697,0.090351369,0.087512378,0.084584023,0.082424334,0.081409382,0.110391463,0.130031756,0.143247762,0.122495972,0.101677066,0.103261811,0.097592251,0.09118688,0.088841447,0.086055612,0.083719604,0.084796151,0.083431691
6118,0.423417286,0.540160274,0.634419752,0.633217111,0.583264107,0.538694492,0.495358823,0.482268746,0.448253373,0.439666945,0.477897337,0.459324664,0.517901617,0.606115112,0.675159729,0.649057744,0.6571167,0.59031664,0.552914776,0.514494719,0.482541388,0.476423295,0.477972944,0.4923959,0.495212428,0.532266702,0.605332089,0.58522588,0.545861652,0.491987798,0.449671323,0.418018031,0.398706334,0.413028885,0.454556567,0.491055596,0.493051526,0.503187782,0.593770313,0.647172327,0.614499694,0.555474168,0.506174639,0.469641604,0.441804095,0.422445091,0.409021999,0.406187432,0.406120902,0.413933485,0.43209163,0.451902146,0.424112535,0.379736549,0.350042279,0.327009101,0.303939471,0.288925549,0.2894828,0.309286606,0.357375882,0.369721779,0.341591369,0.355609089,0.334605127,0.283778329,0.247507005,0.221837383,0.203397355,0.192009674,0.18510577,0.198779111,0.207785135,0.214908952,0.26779089,0.303591662,0.295818996,0.252481776,0.215147071,0.220852494,0.190217515,0.172510394,0.172046149,0.224098537,0.232539927,0.22260706,0.275469607,0.322961214,0.295692108,0.313843092,0.254226542,0.220335034,0.199464665,0.227827725,0.227056733,0.215345313,0.252187026,0.280452853,0.350167161,0.382728726,0.346765858,0.297960267,0.268201282,0.268137819,0.254094953,0.228144713,0.216831206,0.23850476,0.303111548,0.327956977,0.388296777,0.424178324,0.418171184,0.385139113,0.383603784,0.503875022,0.510714548,0.503541356,0.483610567,0.505588462,0.532940702,0.579534026,0.583396994,0.606499844,0.5651466,0.51373226,0.464448664,0.519864188,0.512510673,0.476384891,0.461990482,0.478088162,0.562749884,0.670941161,0.747748457,0.771737079,0.817381516,0.782197733,0.715871557,0.663036138,0.636286914,0.668452234,0.639257706,0.631043951,0.656458492,0.728444805,0.738812114,0.786141964,0.804174483,0.759716858,0.751508074,0.717002855,0.672170528,0.657337454,0.638753974,0.644900851,0.670181548,0.665322876,0.706992497,0.740386899,0.707594519,0.668868995,0.617331385,0.589184464,0.555995571,0.531585021,0.527335965,0.542775965,0.549127638,0.593385212,0.635652907,0.649962417,0.635074122,0.577023865,0.536445228,0.494839514,0.468616989,0.478827361,0.478548374,0.488854483,0.499721526,0.509054169,0.586036117,0.608392741,0.602597011,0.549993142,0.500121216,0.462949159,0.441406203,0.426483631,0.414415204,0.415894777,0.423433151,0.449920288,0.55516938,0.566263366,0.541793402,0.511420945,0.459985757,0.422627248,0.398623914,0.395838607,0.396808162,0.394627061,0.392164492,0.407835198,0.461332486,0.524761756,0.5456337,0.505053423,0.450476439,0.407263632,0.384132038,0.399107112,0.43601067,0.43991961,0.495063861,0.571154233,0.691092084,0.707479293,0.721950883,0.657297966,0.602948284,0.563323121,0.528516627,0.507747839,0.494216231,0.479475045,0.493290705,0.555602703,0.628733604,0.604928991,0.561117269,0.513397098,0.495520118,0.4589686,0.434936038,0.420665023,0.436406532,0.438880343,0.439572765,0.504985485,0.520373677,0.476512917,0.425893956,0.385659063,0.350590802,0.324026701,0.301081793,0.329602784,0.320644126,0.324845862,0.328910291,0.358880485,0.361494955,0.368405621,0.331208526,0.285932858,0.248301316,0.223135674,0.192453168,0.180241167,0.181485667,0.1843078,0.198134739,0.255692258,0.310106643,0.315438381,0.285174973,0.238253612,0.203333479,0.175525915,0.149694733,0.139429764,0.17714279,0.186072409,0.198903597,0.254022649,0.324211017,0.328995281,0.305895898,0.257378924,0.222935211,0.192680046,0.178858758,0.161977976,0.170136618,0.189311961,0.233915355,0.296373574,0.273121661,0.248743249,0.225297948,0.186929786,0.153553505,0.142433303,0.119327623,0.114852563,0.11393266,0.144972872,0.242250905,0.381910902,0.407988552,0.361278939,0.390215464,0.358160418,0.302116088,0.269872456,0.239764467,0.228738279,0.22289581,0.216367727,0.248012133,0.304517489,0.337596121,0.364213366,0.321554205,0.277621733,0.237089463,0.230206041,0.204009907,0.197959645,0.23145905,0.319045413,0.360094874,0.421179388,0.524425059,0.51755993,0.469264837,0.425436138,0.378498469,0.353697872,0.319490821,0.301474143,0.291238511,0.328812341,0.396687983,0.423518651,0.382090513,0.394096056,0.35524975,0.311278,0.289400255,0.355769814,0.308840931,0.279003511,0.270377506,0.264729208,0.305812253,0.368860698,0.382686962,0.476910706,0.489184468,0.480705028,0.414690637,0.360513936,0.334854307,0.315599003,0.314848734,0.327657605,0.326417942,0.425576421,0.510617327,0.470666144,0.473139904,0.426150291,0.38231246,0.418708098,0.365166789,0.347570619,0.35826302,0.350878295
6169,0.080520664,0.078477406,0.084540956,0.081439178,0.078165408,0.0954364,0.118532721,0.105969972,0.093609762,0.087853051,0.091752542,0.103733434,0.105508792,0.107742325,0.124559382,0.110554376,0.097163438,0.091179297,0.09470506,0.112829059,0.102501157,0.092513162,0.088514666,0.085723826,0.084119564,0.087513685,0.096534908,0.08858786,0.086121636,0.082967135,0.086904954,0.129136673,0.111907325,0.098001716,0.092274171,0.090189602,0.087606216,0.087426588,0.085921916,0.097213843,0.091026218,0.087145038,0.09777193,0.159691496,0.153015633,0.119628569,0.107965151,0.101459111,0.097031597,0.093017675,0.089778625,0.086316732,0.082231593,0.078638843,0.082711851,0.178014615,0.162252752,0.126876574,0.114086239,0.106830233,0.102796803,0.098707122,0.094324553,0.110684264,0.100502704,0.09939082,0.120658471,0.132736087,0.108053666,0.098987602,0.094166394,0.091019625,0.088124102,0.086203553,0.087906434,0.089953433,0.085639875,0.088803292,0.097783171,0.119235929,0.102013411,0.092715162,0.088328707,0.085805689,0.083472948,0.084414516,0.08227554,0.079472872,0.076851413,0.075741827,0.073301728,0.070971066,0.070147523,0.067743075,0.065990782,0.06485223,0.064269287,0.063959909,0.063293729,0.062467977,0.061555564,0.061504744,0.09668353,0.149311264,0.11633734,0.099710632,0.093529116,0.089807064,0.09162819,0.092656693,0.091539468,0.087520345,0.083337437,0.080716352,0.110118843,0.154495977,0.119786948,0.107067224,0.099655057,0.095618066,0.108208383,0.10868031,0.108432744,0.100742324,0.094896123,0.09170297,0.088355401,0.115895913,0.104247119,0.094697238,0.089915757,0.08781162,0.090167105,0.097337629,0.093615092,0.088222068,0.084344725,0.081614714,0.07918301,0.076981521,0.075147193,0.072851404,0.070981001,0.06986344,0.072087399,0.091376142,0.08726369,0.084165338,0.080800007,0.078223606,0.095842285,0.176759782,0.138123116,0.115138045,0.104984831,0.099281948,0.098759911,0.098781341,0.101739538,0.095488147,0.090354773,0.086253416,0.086440273,0.087533023,0.084318429,0.08135688,0.080000101,0.092882793,0.090361769,0.089679657,0.08751522,0.08377692,0.080288367,0.077177848,0.18722989,0.208990547,0.213782318,0.162441658,0.139379702,0.131032284,0.133688446,0.124879377,0.119234055,0.110633095,0.103676952,0.098447178,0.137895995,0.154830259,0.128262636,0.115938108,0.107990763,0.105119812,0.107989576,0.114256225,0.118986215,0.10747638,0.100739543,0.109799999,0.120535189,0.109956103,0.103036879,0.097111626,0.092365108,0.08911263,0.089584294,0.095283599,0.093876566,0.100518929,0.094855907,0.10205084,0.10449875,0.106099253,0.103395082,0.099996615,0.094163658,0.093225337,0.094841812,0.093677135,0.092596376,0.087185103,0.083151634,0.09680356,0.107985953,0.094343504,0.089505788,0.093232626,0.090850056,0.086856559,0.086449811,0.087914517,0.086240529,0.082398133,0.083862599,0.085790944,0.082507708,0.080476323,0.078026516,0.087223288,0.084560636,0.081449651,0.088775555,0.087931212,0.083651706,0.07982683,0.077975921,0.074915161,0.075593656,0.084205571,0.086474795,0.081450737,0.078469389,0.076315344,0.074541961,0.072843617,0.070873811,0.068619627,0.067447229,0.074738374,0.108378121,0.103448519,0.087036113,0.081481986,0.078126332,0.075847741,0.073881318,0.072628684,0.072025327,0.069446594,0.067875519,0.065705919,0.063761603,0.07217632,0.08920875,0.080797953,0.077644027,0.077606916,0.080335085,0.084141486,0.082193852,0.078392821,0.07521697,0.076185287,0.163247489,0.175917467,0.133827142,0.117213189,0.106704293,0.100402205,0.099715407,0.103595387,0.097818103,0.092545442,0.088476684,0.0850542,0.083213312,0.085974777,0.085796219,0.095939227,0.092259131,0.08956846,0.094743669,0.099113505,0.097333487,0.09107036,0.087190011,0.083343342,0.08128389,0.083707767,0.105964787,0.095651467,0.088568331,0.096521766,0.097333596,0.088899399,0.086210468,0.083107567,0.080053655,0.077265536,0.077866652,0.175022326,0.144024306,0.120587736,0.110569483,0.118204712,0.106100455,0.106798766,0.105105029,0.099609543,0.093753656,0.098922135,0.134248186,0.198789396,0.170479885,0.136645632,0.120782692,0.126565616,0.123933571,0.115178611,0.108551332,0.102513618,0.097501229,0.093655803,0.098331103,0.136285426,0.111034783,0.102765939,0.096833872,0.100686767,0.101579768,0.09705793,0.092806226,0.088505237,0.084369902,0.085383077,0.127887215,0.147115485,0.161729857,0.12819646,0.112931454,0.107427037,0.103520621,0.09986271,0.095584105,0.090870639,0.086599127,0.095325506,0.118996361,0.187016875,0.159570721,0.129727802,0.116814957,0.109755283
6203,0.103023074,0.159516554,0.204313517,0.187202825,0.132894347,0.119819441,0.157965592,0.15954308,0.113633878,0.107782961,0.101630104,0.104188685,0.124127884,0.136466352,0.191780467,0.206388373,0.165468261,0.126599383,0.117811988,0.127648326,0.112487332,0.101457274,0.091664778,0.089411206,0.096592553,0.118373067,0.159795051,0.154657716,0.128324773,0.096862475,0.087156839,0.118225687,0.108238989,0.093868987,0.119947505,0.146712165,0.144512298,0.152706794,0.192651778,0.272583881,0.267344965,0.214810586,0.169813083,0.291692888,0.28549583,0.220105342,0.182747123,0.162259067,0.151003682,0.159003521,0.150110498,0.16558154,0.127878368,0.098278162,0.155213685,0.261754925,0.293822945,0.221639925,0.187497487,0.169007427,0.165506018,0.158555441,0.133915446,0.142774885,0.123625386,0.093537445,0.09673181,0.137082375,0.103870589,0.088967549,0.091117318,0.118023906,0.160894343,0.187356022,0.222953177,0.202831479,0.175293985,0.128167087,0.114818044,0.123666622,0.104765073,0.103406317,0.116331545,0.16791401,0.149731525,0.143598615,0.249424728,0.232058354,0.197872545,0.161891665,0.118659103,0.103991197,0.093499121,0.128871736,0.121859316,0.104331358,0.10308157,0.122841123,0.196004444,0.172382396,0.124904991,0.101861346,0.105425181,0.11549326,0.10442609,0.092843933,0.085364579,0.099206262,0.14185666,0.124838185,0.119000295,0.109320605,0.103924465,0.085441579,0.126210941,0.142607469,0.107528072,0.096407868,0.086686472,0.099703218,0.124527532,0.165972089,0.193247157,0.178046906,0.130521505,0.102166253,0.09352118,0.116752567,0.134580718,0.13459057,0.150300608,0.145642536,0.174149304,0.207313389,0.246297248,0.264910009,0.243601872,0.188020085,0.128634277,0.116479299,0.108603451,0.099988098,0.08890677,0.085854248,0.118144445,0.194387407,0.217796674,0.259511422,0.255788054,0.178758387,0.131108197,0.153792261,0.14606183,0.129632064,0.111856174,0.111966589,0.138004639,0.119578615,0.185998548,0.200481609,0.151063647,0.11206924,0.130476862,0.100810266,0.113424475,0.110356669,0.099258561,0.080925599,0.083251511,0.121406063,0.143245779,0.161335424,0.147594783,0.106873006,0.223117936,0.214198046,0.202353623,0.187061239,0.192017529,0.202424507,0.188076122,0.167521655,0.184453176,0.258681882,0.249856329,0.181799624,0.170733075,0.235429316,0.211172039,0.214519383,0.179988976,0.164216782,0.155487751,0.173129316,0.212151341,0.189709189,0.154795099,0.119177489,0.099518875,0.151000633,0.162468138,0.14608362,0.141840228,0.13534573,0.117891244,0.12576824,0.103926056,0.193894877,0.183132259,0.159922856,0.121447466,0.120708886,0.086294645,0.122154236,0.123145292,0.116308992,0.146767459,0.189423655,0.253295981,0.230449769,0.205761714,0.160699988,0.183025484,0.197264214,0.160972193,0.126922173,0.101286598,0.089148153,0.106508834,0.122363298,0.14986856,0.105140312,0.080058783,0.073153577,0.078907605,0.085967298,0.07569856,0.071344449,0.087717424,0.071507481,0.068981239,0.06718617,0.067639505,0.063486041,0.058333071,0.056612401,0.060461578,0.062290797,0.067241343,0.063898931,0.059272838,0.057389789,0.057974916,0.057248895,0.065888845,0.086045842,0.077029781,0.094987055,0.119751112,0.125961403,0.081573779,0.068076809,0.064835022,0.062765694,0.062288796,0.100449044,0.149314134,0.105720023,0.076516193,0.076333196,0.065768459,0.089089567,0.101061183,0.071677078,0.075235919,0.081774115,0.094061751,0.158260809,0.239520521,0.184349543,0.142623688,0.106384053,0.096412663,0.173757556,0.125577205,0.120532519,0.121659314,0.12227749,0.165491929,0.243178886,0.192198102,0.134262283,0.146093841,0.095301252,0.080406541,0.092351256,0.097599167,0.132528226,0.120816818,0.117692546,0.15381775,0.28299865,0.29868666,0.254570703,0.226840108,0.166458024,0.11934517,0.104833357,0.140786057,0.129966332,0.110733939,0.102416589,0.138238612,0.139776666,0.122694122,0.137290977,0.103213731,0.068520182,0.13024387,0.142454836,0.090935192,0.093933867,0.116314134,0.180997425,0.158604238,0.173843615,0.250619994,0.213365189,0.154980474,0.117648836,0.189790073,0.143328012,0.117621199,0.12299783,0.095368571,0.08504913,0.145450159,0.146059294,0.098108004,0.143535772,0.105743908,0.082218275,0.085742036,0.233565677,0.265897516,0.202914487,0.158899396,0.1522905,0.16757441,0.219089361,0.216728881,0.322451281,0.286054062,0.233634076,0.148615623,0.13977256,0.131558069,0.094479453,0.089905543,0.078692571,0.074066257,0.156353089,0.16911417,0.111524309,0.109594121,0.092726831,0.149509582,0.245874876,0.210564021,0.14368526,0.115886071,0.10035911
